"X60410","X60430","X60434","X60512","X61104","X61402","X61502","X61603","X62601","X63001","X65001","X65101","year","month","day"
3.947,4.947,4.263,4.421,3,5.105,3.947,4.211,5.316,4.895,4.895,3.474,2009,9,14
4.789,5.211,5.263,7.737,4.421,5.684,3.368,5.158,8.368,6.211,3,3.895,2009,9,15
1.421,2.316,1.947,3.053,1.211,1.526,1.421,1.895,1.526,1.789,1,1.421,2009,9,16
3,4.105,3.684,4.211,2.158,3.263,2.579,3.211,3.947,2.895,3.737,1.789,2009,9,17
4,4.105,3.421,4.474,3.158,5.158,4.158,3.105,4.737,5.737,2.474,2.211,2009,9,18
2.053,2.737,2.263,2.947,0.684,2.316,2.105,2.158,1.895,0.947,1.526,1.421,2009,9,19
5.632,5.368,5,7.737,3.158,6.895,7.526,4.368,6.158,5.053,5.789,4,2009,9,20
8.368,10.895,10.053,11,6.474,10.421,11.684,9.737,11.105,11.474,10.421,9,2009,9,21
13.895,13.474,12.368,11.105,15.316,11.737,15.158,11.421,10.368,12.211,15.053,14.684,2009,9,22
12.211,12.263,11.211,9.789,12.842,10.421,9.842,10.579,10.158,11.158,12.842,12.842,2009,9,23
3.895,4.684,5.684,9.158,2.105,5.211,2.474,4.737,4.947,5.053,2.684,2.789,2009,9,24
2.5,1.368,1.368,3.105,0.526,2.105,2.158,1.158,2.176,1.316,0.632,0.842,2009,9,25
2.632,4.158,3.211,8.474,2.737,3.421,4.368,2.421,3.6,2.737,2.368,3.316,2009,9,26
6,6.579,6.526,5.737,4.632,7.105,6.211,5.947,6.895,5.526,4.632,6.474,2009,9,27
6,6.105,5.474,4.158,5.632,3.632,4.789,4.632,3.789,6.158,4.526,4.947,2009,9,28
2.211,1.632,1.579,1.368,1.158,1.421,1.053,1.105,1.368,1.474,1.895,1.059,2009,9,29
1.895,1.316,1,1.684,0.632,0.474,0.526,0.474,0.158,0.316,1.368,1,2009,9,30
2,2.316,1.316,1.105,1.368,1,0.947,0.947,1.211,1.158,1.316,0.895,2009,10,1
2.789,4.368,3.474,5.684,1.895,3.684,3.789,3.263,3.474,2.842,2,2.684,2009,10,2
4.789,4.579,4.105,4.263,4.789,3.632,4.053,4.211,3.632,5.053,4.158,4.263,2009,10,3
5.316,5.158,4.632,2.684,4.105,2.947,3.368,3.684,2.474,3.632,4.789,5,2009,10,4
2.053,2.316,1.474,2.8,0.684,2.579,1.474,1.211,2.105,2.737,1.211,0.474,2009,10,5
2.211,4.263,2.895,13.286,1,3,4,2.211,2.211,3.947,1.75,0.737,2009,10,6
2.947,2.421,2.263,2.053,2.684,1.684,1.263,1.737,1.579,2.684,2.474,1.368,2009,10,7
4.421,4.895,3.632,3.211,3,3.105,2.947,2.579,3.158,3.947,3.737,3,2009,10,8
3.316,4.632,3.158,7.895,2.789,3.263,1.789,2.526,4.579,1.789,2.526,2.053,2009,10,9
2.368,1.526,1.579,1.158,1.579,1.316,1.368,1.211,1,2.105,1.526,0.842,2009,10,10
2.211,1.737,1.789,1.895,1.737,1.526,1.421,1.526,1.526,2.579,1.632,0.789,2009,10,11
3.263,3.368,3.263,5.211,1.895,3.421,4.421,2.737,2.526,4.158,2.263,1.684,2009,10,12
4.105,4.105,3.737,3.684,1.842,3.158,2.737,2.842,3.368,4,2.526,2.368,2009,10,13
2.368,2.211,1.947,3.105,0.895,1.263,0.632,1.316,1.053,1.526,2.263,0.368,2009,10,14
1.526,1.947,1.526,3.684,1.105,1.368,1.579,1,1.421,1.158,1.632,1.053,2009,10,15
4,4.368,4.211,5.579,3.158,3.895,2.789,3.895,3.158,3.842,3.105,2.579,2009,10,16
3.263,3.474,4.579,4.632,2.737,2.737,2.579,3.526,4.211,3.947,2.263,2.789,2009,10,17
3.526,2.895,2.737,3.053,2.632,2.211,3.053,2.158,3,2.684,4.053,2.684,2009,10,18
7.895,8.105,6.211,5.789,6.947,4.842,5.947,4.789,5.684,6.579,6.684,6.263,2009,10,19
10.737,11.158,10.105,9,9.474,8.474,10.579,8.684,8.579,9.526,11.526,10.632,2009,10,20
11.158,15.316,13.737,18.737,4.474,10.158,12.737,14.053,10.421,14.105,9.842,11.947,2009,10,21
8.053,12.357,7.526,8.526,4.947,10.25,6.737,9.267,11.474,9.368,5.895,10.538,2009,10,22
0.579,1.933,0.263,6.579,0.375,2.25,0.474,0.533,1.263,0.857,0.222,0.222,2009,10,23
2.579,3,2.316,3.474,2.158,2.105,3.474,2.684,1.421,3.684,3.263,2.579,2009,10,24
6.053,6,5.368,4.421,2.842,3.947,7.632,5.105,4.789,5.105,3.158,4.368,2009,10,25
1.316,3.789,3.842,10.842,1.105,8.684,7.632,4.211,5.895,5.632,2.158,2.474,2009,10,26
9.211,9.053,8.105,8.211,6.579,8.789,10.842,8.105,9,8.789,8.579,8.053,2009,10,27
6.789,7.684,7.316,8.579,6.368,6.263,9.211,7.895,6.895,6.579,7.316,7.053,2009,10,28
6.053,8.684,5.789,10.158,6.105,7.737,9.158,8.842,4.947,5.737,9.421,6.211,2009,10,29
4.947,6.632,5.211,11.105,4.947,6.842,6.632,9.053,5.316,5.526,5.316,5.105,2009,10,30
3.158,2.895,3.789,2.368,2.684,2.105,3.421,3.579,2.895,4.211,2.579,2.105,2009,10,31
2.632,2.684,2.684,2.947,1.842,2.053,3.211,2.579,3.263,3.211,2.053,2,2009,11,1
4.263,8,7.421,7.842,2.316,5.211,8.474,6.842,5.842,8.053,6.263,4.895,2009,11,2
3.211,3.737,3.158,3.632,2.579,2.263,2.263,3.053,3.053,3.474,1.737,1.421,2009,11,3
1.316,2.947,2.316,2.789,1.263,1.684,2,5.211,1.947,2.737,1.105,1.158,2009,11,4
3.368,3.579,3.263,4,1.526,3.421,3.895,3,3.211,4,2.474,2.158,2009,11,5
1.842,2.263,1.789,2.053,1.421,1,1.263,2.895,0.947,1.947,0.947,1.053,2009,11,6
5.737,6.632,7.105,7.579,5.316,7,8,7.421,8.053,9.526,6.684,6.474,2009,11,7
10.526,11.474,12.211,20.579,7.895,15.474,12.789,12.158,18.684,17.211,7.842,8.158,2009,11,8
15.316,16.158,14.211,15.632,14.158,17,17.579,13.755,16.316,16.737,16.053,16.053,2009,11,9
3.368,3.526,3.947,2.526,4.158,1.421,1.053,4.211,2.263,3.316,2.474,1.947,2009,11,10
2.789,3.789,3.368,3.211,2.105,1.947,3.158,4.158,2.842,2.737,2.368,2.632,2009,11,11
3.105,6.368,6.158,7.226,3.263,5,6.053,6.632,4,4.368,4.105,4.684,2009,11,12
3.316,7.053,6.947,7.632,3.526,3.474,3.789,7,2.632,4.579,4.842,4.579,2009,11,13
2.316,4.632,5.474,8.579,4.579,6.105,5.579,4,4.895,4.263,3.895,3.421,2009,11,14
8.722,8.368,9.947,12.053,6.059,9,10.421,8.684,12.368,9.789,7.286,6.895,2009,11,15
2.846,2.368,2.368,4.632,1.25,1.316,2.053,3.947,1.632,3.316,2.462,1.421,2009,11,16
4.316,6.368,4.737,7.158,4.737,3.895,4.053,5.158,5,4.526,3.842,4.895,2009,11,17
5.526,7.105,5,9.842,6.684,6.316,5.263,5.579,4.474,4.895,5.053,5.789,2009,11,18
3.947,6.842,6.158,12.895,6.158,5.263,8.947,7.211,5.263,6.368,5.158,4.474,2009,11,19
5.632,6.053,5.526,5.684,3.579,4.474,5.211,5.053,4.316,5.684,2.895,3.421,2009,11,20
8.895,9.421,8.632,8.263,9.263,7.579,8.211,7.632,9.105,8.737,9,9.263,2009,11,21
11.316,11.684,10.947,14,9.632,10.211,11.632,10.474,11.895,10.737,11,10.895,2009,11,22
8.211,9.842,8.895,14.368,8.737,8.526,11.211,12.368,10.579,10.579,9.053,8.632,2009,11,23
3.526,9.421,6,10.789,5.368,11.842,10.368,7.316,9.579,7.895,6.842,5.158,2009,11,24
2.333,4.316,2.211,5.947,1.421,5.474,3.368,5.211,3.947,3.421,2.158,3.222,2009,11,25
3.105,4.158,2.895,2.632,3.895,3.316,1.947,2.895,2.684,3.158,3,2.368,2009,11,26
4.947,4.895,2.474,1.684,3.947,1.737,1.737,2.789,1.684,1.895,3.947,3.526,2009,11,27
0.842,2.105,1.368,2.211,0.842,2.684,1.895,1.421,3.368,1.789,0.158,0.421,2009,11,28
11.684,12.263,14.211,17.053,6.211,8.947,14.211,11.526,9.474,14.579,9.895,5.895,2009,11,29
2.211,2.368,1.526,1.263,2.316,1,1.053,2.368,1.263,1.421,1.8,0.789,2009,11,30
3.842,5.105,4.818,5.316,2.947,6.211,5,5.158,6,5.474,2.526,3.43,2009,12,1
7.789,8,10.263,6,6.895,5.789,4.632,8.789,4.895,6.842,7.947,4.843,2009,12,2
3.737,2.947,4,4.211,1.632,3.421,2.158,2.579,3.105,2.684,0.737,4.693,2009,12,3
5.842,5.789,6.895,5.105,3.579,6.316,5.053,4.895,5.895,5.579,3.263,4.381,2009,12,4
8.579,7.579,7.158,6.526,6.737,6.421,5.842,5.526,6.737,8.158,4.684,3.942,2009,12,5
6.316,5.947,6.789,6.474,5.158,6.895,6.789,6.158,6.842,7,4.474,4.317,2009,12,6
9.842,8.632,8.526,8.211,8.368,7.158,7.211,8.158,7.789,9.263,8.789,4.361,2009,12,7
3.8,2.053,2.474,5,1.579,7.053,2.947,2.895,8,2.684,0.632,5.579,2009,12,8
0.842,0.842,1.105,2.579,2.25,0.684,1,1.053,0.632,1,3.167,4.747,2009,12,9
4.474,4.474,4.486,4.316,2.789,5.632,4.263,4,4.526,5.526,2.316,4.809,2009,12,10
5.684,5.474,6.5,3.947,3.895,5.421,4.789,4.368,4.842,5.053,4.158,4.57,2009,12,11
5.158,5.105,5.737,4.579,4.105,5,5.789,4.474,7.053,5.737,4.632,6.057,2009,12,12
4.526,4.684,5.737,4.632,4,4.211,5.895,4.789,3.526,5.211,4.737,5.695,2009,12,13
5.842,6.474,6.474,9.684,4.895,5.947,7.526,6.789,5.263,8.158,2.684,5.414,2009,12,14
4,3.316,3.632,2.474,2,2.737,2.842,2.526,4.316,3.368,3.053,4.926,2009,12,15
3.053,3.579,3.263,2.632,1.105,3.211,2.684,2.474,3.105,3.158,1.737,4.585,2009,12,16
2.211,2.211,3.158,3.158,2.632,2.579,2.211,3,2.684,2.211,2,4.138,2009,12,17
2.789,4,1.684,2.632,5.211,1.368,2.474,0.895,0.789,0.684,2.632,3.939,2009,12,18
1.316,1.526,1.579,2.684,2.263,1.368,1.737,1.368,1.263,1.053,1.474,4.705,2009,12,19
3.789,3.421,3.316,2.947,3.474,3.263,4.579,3.105,3.526,3.421,4,4.351,2009,12,20
3.105,3.211,2.895,4.895,2.053,5.053,3.316,3.632,5.368,3.632,2.947,5.186,2009,12,21
2.947,2.632,2.316,1.474,2.737,1.789,1.579,3.789,3.316,2.105,2,5.175,2009,12,22
2.263,2.474,2.158,2.263,2.053,1.632,1.632,3.211,1.421,2.211,1.368,4.533,2009,12,23
3.105,3.684,3.421,4.421,1.947,2.632,3.368,3.526,2.947,2.263,1.737,4.627,2009,12,24
2.316,2.632,2.526,4.737,2.211,2.263,2.632,2.684,2.474,2.947,2.053,5.301,2009,12,25
3.316,4,3.947,5.526,0.684,3.737,3.684,3.947,3.053,3.737,2.947,5.952,2009,12,26
5.158,4.737,5.474,6.474,2.474,2.474,4.316,3.789,2.368,5.316,4.632,6.812,2009,12,27
5.211,5.263,5,6,4.421,5.263,5.632,4.895,5.579,5.421,3.842,6.251,2009,12,28
4.947,4.053,3.421,3,4.158,2.474,2.579,3.737,2.474,2.947,3.632,4.583,2009,12,29
3.368,4.105,3.263,3.632,4,3.421,3.947,3.316,4.053,4.211,3.632,4.719,2009,12,30
8.684,9.474,8.316,7.632,8.842,6.895,8.263,7.684,7.053,8.474,10.211,4.711,2009,12,31
6.2,4.211,5.846,4.632,5.842,4.312,4.455,5.308,4.211,4.882,4.667,4.841,2010,1,1
3.857,1.895,2.385,1.526,2.417,1.417,2,1.714,0.632,1.615,2.571,6.462,2010,1,2
2.158,2,1.684,2.211,2.526,1.684,2,1.842,2.053,1.947,2.053,4.905,2010,1,3
2.421,2.211,1.632,1.895,1.316,1.421,1.474,1.579,1.474,1.368,0.895,4.611,2010,1,4
2,1.789,1.421,1.421,0.737,0.316,0.737,3.579,1.053,1.526,0.579,4.751,2010,1,5
1.842,2.211,2.053,1.789,1.053,0.632,1.211,5.211,0.474,1.789,1.368,5.754,2010,1,6
2.158,2.947,1.789,3.105,1.263,2.895,2.947,3.842,2.947,3.105,0.684,5.357,2010,1,7
2.368,2.158,1.421,1.474,1,0.895,1.211,3.842,1.579,1.105,1.421,5.799,2010,1,8
4.632,3.316,3.263,2.947,2.105,2.263,2.263,3.263,2.421,2.526,2.684,5.332,2010,1,9
5,5.632,4,4.474,3.737,4.789,5.579,3.632,4.474,4.789,3.526,6.383,2010,1,10
10.158,9.947,7.737,7.579,7.053,6.895,8.158,7.632,7.632,7.895,9.053,6.849,2010,1,11
2.368,2.947,2.474,3.105,1,4.474,2.684,2.684,5.526,2.895,1.526,6.588,2010,1,12
8.105,8.579,6.947,6.474,8.211,6.105,8,6.421,5.105,6.789,7.316,6.482,2010,1,13
14.263,14.368,12.684,13.053,14.789,12.842,12.842,12.105,11.947,13.737,14.579,7.107,2010,1,14
4.053,4.579,4.368,6.684,4.368,6,4.105,4.368,7.684,7.526,2.105,6.024,2010,1,15
11.158,11,11.053,10,6.105,9.632,11.105,10.316,8.368,10.474,5.737,5.348,2010,1,16
10.105,11.895,12.053,13.474,11.474,10.737,12.263,12.316,9.947,13,11.684,7.308,2010,1,17
12.789,11,12.263,16.579,10.474,15.737,12.579,13.158,17.368,17.316,10.053,9.5,2010,1,18
10.263,9.895,9.158,8.947,7.105,10.105,9.895,7.789,9.158,9.158,6.684,8.684,2010,1,19
3.474,2.947,2.263,1.895,2.684,1.105,1.368,1.895,1.368,1.526,2.421,3.316,2010,1,20
4.158,5.316,4.211,6.368,4.474,4,4.263,4.053,4.105,3.368,4.789,5.158,2010,1,21
4.105,4.158,2.789,7.474,3.947,4.368,3.789,2.526,4.632,2.421,4.368,6.316,2010,1,22
4.105,4.737,3.632,5.842,3.579,3.368,4.579,2.684,3.263,2.316,2.737,6.211,2010,1,23
4,5,4.684,9.158,5.263,4.105,6.421,4.158,2.737,4.842,4.368,5,2010,1,24
4.25,2.684,1.947,5.789,1.75,1.895,2.105,1.842,1.789,2.632,2.263,2.778,2010,1,25
4.632,5.368,5.053,4.895,4.316,4.158,5.737,4.105,4.053,4.737,3.789,4.526,2010,1,26
5.474,5.737,5.579,5.579,4.105,5.579,6.684,4.579,5.526,5.474,4,4.947,2010,1,27
3.526,3.368,2.842,2.368,2.158,1.947,3.368,2.211,2.053,2.263,2,2.368,2010,1,28
3.895,3.211,2,1.421,1.421,0.737,2.158,1.158,0.947,1.526,2.368,2.158,2010,1,29
3.474,3.263,3.474,3.526,2.684,2.632,2.842,2.632,3.632,2.053,3.632,3.789,2010,1,30
7.263,7.105,6.421,5.105,5.895,5.211,7.263,5.421,5.895,5.684,4.684,5.632,2010,1,31
3.316,3.421,2,2.263,1.211,2.158,2.526,1.684,3,2,1.263,1.895,2010,2,1
10.316,12.632,9.579,9.158,3.842,10.526,10.737,8.579,8.474,10,5,7.579,2010,2,2
10.789,10.158,11.579,10.579,4.105,11.368,11.789,9.579,11.316,12.842,6.053,7.579,2010,2,3
5.474,4.105,2.947,3.316,3.737,4.368,3.947,2.158,5.842,4.158,4.368,2.211,2010,2,4
5.421,7.053,7.316,11.211,4.158,10.263,24.917,8.579,12.941,10.895,3.053,4.947,2010,2,5
1.158,1.053,1,2.263,2.263,1.105,1.222,0.842,2.308,1.158,0.947,1.526,2010,2,6
1.895,1.158,0.842,2.105,2.474,2.263,2.053,0.474,2.211,1.421,1.526,1.789,2010,2,7
2.737,3.526,2.526,2.842,2.947,2.105,2.368,1.263,1.895,2.526,0.375,1.895,2010,2,8
2.158,3.158,2.316,3.737,2.211,3.632,4.263,1.947,3.105,2.647,0.364,1.737,2010,2,9
2.368,2.211,1.684,2.895,1.263,2.368,1.368,1.389,2.579,2.615,0.474,1.158,2010,2,10
3.316,2.842,1.632,2.263,2.158,1.579,2.211,1.455,1.632,2.789,0.789,1.158,2010,2,11
5.053,5.684,2.684,3.368,4.474,2.789,1.684,1.789,3.105,3.789,4.368,3.368,2010,2,12
3.368,2.421,2.842,3.684,2.211,2.842,2.579,1.789,2.842,2.947,2.579,2.158,2010,2,13
1.316,0.526,0.579,1.211,1.053,1.105,0.947,0.158,1.895,1,0.737,0.895,2010,2,14
2.789,1.737,1.368,2.895,0.632,2.947,0.947,0.684,3.368,2.684,0.842,0.737,2010,2,15
4.526,4.368,3,3.526,3.474,3,3.895,2.105,3.158,3.421,2.895,2.368,2010,2,16
2.368,2.421,1.632,1.842,0.789,1.316,1.263,1.526,1.632,1.789,0.947,1.105,2010,2,17
1.842,1.842,1.158,1.421,0.526,0.947,0.947,0.789,1,1.263,0.842,0.526,2010,2,18
1.421,1.474,1.158,2.263,1.421,1.526,1.316,0.947,1.579,1.632,1.158,0.632,2010,2,19
2.737,1.842,1.789,2.895,0.737,2.263,2.737,1.579,3.526,3.263,1.105,1.316,2010,2,20
2.632,2.158,1.842,2.105,2.158,1.368,1.579,1.737,2.474,2.684,2.105,1.789,2010,2,21
2.316,3.368,2.211,6.526,2.053,3.632,2.316,2.053,3.211,2.211,2.421,2.842,2010,2,22
6.158,5.579,5.263,6.263,4.316,4.789,3.632,4.316,4.684,6.105,3.263,3,2010,2,23
3.789,4.368,4.316,5.895,2.421,4.895,6.053,3.579,5.842,6.105,3.158,2.368,2010,2,24
1.842,1.895,0.842,2.053,1.286,2.526,1.684,2.684,2.632,1,0.895,0.842,2010,2,25
3.526,2.842,2.105,1.842,2.385,1.474,1.632,3.4,1.684,1.684,2.158,2.053,2010,2,26
1.895,1.737,1.263,1.632,0.474,1.947,2.211,1.316,1.947,1.105,1.421,0.789,2010,2,27
2.737,2.632,2.316,2.526,2.211,2.421,2.684,2.895,2.263,1.895,2.105,1.684,2010,2,28
2.368,2.211,1.316,3.895,1.053,2.368,1.579,1.158,1.526,1.368,1.158,1.158,2010,3,1
2.263,2.421,2.737,5.105,2.421,1.737,1.474,1.947,2.789,1.789,1.895,1.579,2010,3,2
2.789,3.474,2.368,4.789,3.632,1.947,2.684,2.211,2.421,2.632,3.368,2.263,2010,3,3
2.947,3.105,2.842,1.947,3.158,1.842,1.789,1.842,1.526,2.105,3.158,2.737,2010,3,4
3.474,3.158,2.579,3.842,4.053,2.579,2.737,1.895,2.474,2.158,3.263,2.526,2010,3,5
4.421,3.158,3.263,3.316,3.105,3.053,3.632,2.474,2.737,3.579,3,2.947,2010,3,6
8.526,7.579,7.842,8.789,5.526,9.947,10.158,6.421,10,9,5.842,5.947,2010,3,7
7.474,6.632,5.842,7.895,7.842,7.316,8.579,4.947,9.263,7,7.053,6.158,2010,3,8
18.316,15.947,17.263,22.579,11,15.895,15.105,17.368,19.053,24,14.211,13.158,2010,3,9
10.368,14.789,25.222,17.053,7.526,18.316,22.737,14.421,20.474,15,14.053,15.842,2010,3,10
5.053,6.211,11.833,5.316,5.421,4.263,6.316,2.579,7,2.053,4.158,7.737,2010,3,11
8.632,9.158,11.842,9,7.895,6.368,7.947,6.684,6.632,7.579,6.895,9.316,2010,3,12
3.789,3.789,5.947,7.421,5,2.474,2.158,3.211,1.842,3.263,4.579,3.158,2010,3,13
1.632,1.632,3.263,5.421,1.632,1.211,0.632,2.333,1.474,1.737,1.053,1.211,2010,3,14
1.526,2.789,3.316,4,1.368,1.263,0.526,3.421,1.632,2,1.158,1,2010,3,15
5.053,3.895,5.474,8,3.789,3.263,2.474,2.632,2.895,2.263,4.526,3,2010,3,16
6.158,4.684,4.947,5.474,4.105,4.211,3.526,3.158,4.684,6.421,3.737,3.263,2010,3,17
6.789,7.474,6.263,6.474,4.579,6.316,5.474,3.895,5,5.947,5.053,3.526,2010,3,18
8.895,8.421,7.474,6.421,7.895,7.105,6.474,5.526,6.632,7.263,7.684,6.632,2010,3,19
1.947,1.895,2.526,2.105,2.053,1.737,1.211,0.737,1.632,1.842,0.842,0.737,2010,3,20
2.474,2.632,2.526,4.211,1.947,2.947,2.053,2.158,2.789,1.684,2.158,1.632,2010,3,21
2.474,3.368,3.316,4.526,1.947,2.211,2.263,1.842,1.421,2,3.579,2.158,2010,3,22
3.368,3.526,3.263,3.421,1.842,3.158,2.421,1.632,2.474,2.842,1.842,2,2010,3,23
4.158,4.158,2.737,2.316,1.842,2.158,2.421,1.053,2.211,2.421,2.421,2.316,2010,3,24
6.789,6.684,4.263,4.526,3.895,4.421,3.211,2.842,4.263,4.421,3.368,2.526,2010,3,25
3.421,3.263,3.737,5.105,2.368,2.579,1.789,2.211,2.579,3.368,2.474,2.474,2010,3,26
4.053,4.053,4.368,8.105,4.053,4.105,3.632,3.263,3,4.053,3.368,3.316,2010,3,27
5.789,6.263,5.263,6.632,6.421,5.737,6.158,4.158,5,5.211,4.789,5.474,2010,3,28
5.947,5.895,6.632,8.158,3.053,4.684,4,5.263,5.579,5.632,4.684,5.211,2010,3,29
4.737,5,5.053,5.368,2.842,3.632,3.684,4,4.632,4.474,4.947,3.789,2010,3,30
6.474,6.684,7.789,10.211,4.579,7.368,6.789,5.737,8.684,9.263,5.368,5.632,2010,3,31
8.263,11.737,9.474,23.474,12.211,13.737,12,7.211,14.053,8.789,12,10.947,2010,4,1
14.474,16.263,15.105,13.895,13.737,15.842,14.632,10,15.632,8.947,13.421,15.053,2010,4,2
17.368,19.632,18.526,29.737,16.579,19.526,21.474,15.632,16.632,16.895,20,17.263,2010,4,3
3.053,2.316,2.684,1.579,2.211,2.579,1.947,1.474,2.737,2.947,1.526,1.316,2010,4,4
6.263,5.737,5.474,4.263,4.368,6.105,4.526,3.579,6.263,5.842,4.789,5.105,2010,4,5
3.947,4.947,3.947,12.421,3.263,7.947,6.789,3.158,7.684,4.053,3.053,3.053,2010,4,6
12.895,10.947,9.368,9.895,7.105,8,8.158,7.947,7.947,8.895,5.368,7.053,2010,4,7
3.053,3.059,2.053,4.263,3.368,3.105,0.632,1.737,2.105,2.158,1.842,1.895,2010,4,8
1.368,1.385,0.632,0.579,0.526,0.789,1.25,0.368,1.158,1.368,1.667,1.167,2010,4,9
3.158,2.263,1.789,1.526,1.421,2.211,2.211,1.737,2.842,2.263,1.368,1.263,2010,4,10
5.842,4.789,5.053,3.158,3.158,3.421,2.474,4.684,4.526,5.263,3.474,3.421,2010,4,11
3.316,2.842,3.211,6.263,2.368,3,2.158,2.895,2.737,3.684,2.053,1.842,2010,4,12
4.158,4.526,4.789,10.632,3.368,4.684,4.316,4.368,3.947,4.263,3.895,3,2010,4,13
7.947,6.211,5.737,13.947,4.737,8.474,7.947,4.789,6.368,7.526,4.526,4.947,2010,4,14
10.737,12.105,9.684,18.842,7.263,11.684,12.316,9,12.158,8.474,9.789,10.105,2010,4,15
11.053,9.368,9.053,9,6.053,10,7.789,9.053,11.737,8.474,6.056,8.053,2010,4,16
1.053,0.579,0.421,1.4,1.5,0.75,0.316,0.889,0.474,0.474,0.538,0.667,2010,4,17
2.263,1.737,2.263,0.842,0.789,2.158,1.789,1,2,1.474,0.947,2.316,2010,4,18
3.211,2.947,2.684,2.263,1,2.632,1.737,1.789,2.895,2.474,1.737,3.263,2010,4,19
3.579,3.842,5.211,5.105,2.263,4.632,3.632,4.263,2.789,5.895,3.526,3.684,2010,4,20
9.263,8.053,8,5.158,5,6.263,6.789,5.632,7.158,7.895,6.263,6.263,2010,4,21
3.263,2.316,3.737,6.211,1.421,2.474,0.789,3.368,3.211,3.316,1.263,2.947,2010,4,22
4.158,4.737,4.526,7.684,2.421,4.632,3.263,4.053,3.684,3.684,4.053,4.211,2010,4,23
8.211,8.211,8.053,19.368,4.474,8.053,6.895,7,6,8.158,7.947,7.316,2010,4,24
4.368,5.158,5.211,10.789,2.158,7.632,5.842,5,6.895,4.684,2.316,4.737,2010,4,25
3.316,3.316,2.895,9.579,1.211,2.947,0.842,3.632,2.737,2.895,1.316,2.474,2010,4,26
3.158,2.526,2.421,1.579,1.737,1.737,0.842,2.263,1.684,2.211,2.053,2.316,2010,4,27
3.211,2.211,1.947,2.895,1.211,1.053,1.429,1.895,1.421,1.789,1.789,2.895,2010,4,28
3.789,2.737,2.316,3.947,1.421,4.421,2.053,2.368,4.263,3.526,1.474,2.263,2010,4,29
7.211,9.947,13.316,22.684,4.895,10.947,10.211,9,12.158,7.474,7.053,8.421,2010,4,30
11.526,12.895,8.632,10.737,9.053,13.368,9.474,8.684,11.368,5.526,10.632,11.737,2010,5,1
8.421,7.947,7.421,5.316,7.368,3.947,4.105,6.053,5.053,5.947,5.053,6.842,2010,5,2
5.368,3.053,3.474,5.211,2.158,3.526,1.526,3.895,5.211,4.684,2.474,3.474,2010,5,3
4.526,4.526,3.579,3.947,2.579,3.526,1.789,4.211,3,3.526,2.947,3.316,2010,5,4
8.474,8.211,7.947,7.579,4.737,7.211,5.684,7.789,7.423,8.737,5.211,6,2010,5,5
2.526,2.211,2.263,3.474,2.421,1.421,0.895,2.421,3.158,2.211,1.368,2.421,2010,5,6
1.053,2.105,1.158,4.737,0.474,1.158,0.789,1.263,1.316,2.214,0.812,0.947,2010,5,7
1.526,1.579,1.316,2.632,0.421,1.211,0.737,1.684,2.105,1.444,1,1.158,2010,5,8
1.895,1,1.105,2,1.364,1.105,0.211,1.263,1.684,1.211,1,1.684,2010,5,9
3.579,3.316,3.316,4.474,1.526,2.842,1.737,3.263,3.684,3.211,2.368,2.895,2010,5,10
3.632,4.474,4.421,12.316,1.895,3.421,3.263,4.947,3.211,3.947,2.579,2.684,2010,5,11
2.632,3.526,2.421,9.263,2.474,3.526,1.895,4.316,3.105,2.526,1.053,3.579,2010,5,12
3.579,5.684,4.211,11.947,1,7.316,4.421,4.684,3.737,3.737,2.526,2.789,2010,5,13
5.105,4.684,3.684,9.053,4.158,6.105,3.789,4.211,6.158,6.421,4.263,3.684,2010,5,14
2.158,1.632,1.158,3,1.526,0.789,1.632,1.632,1.947,1.105,1,1.053,2010,5,15
2.053,2.053,2,4.263,2.316,1.579,2.737,2.263,2.474,2.684,2.316,2.158,2010,5,16
6.053,4.579,3.895,14.842,3.579,5.158,4.158,4.789,6.368,4.421,4.211,3.263,2010,5,17
5.579,7.895,5.579,13.632,4.789,4.684,5.526,6.263,5,4.053,6.053,4.947,2010,5,18
5.842,6.474,5.263,8.895,4.053,4.158,4.842,5.842,6.368,5.947,5.526,3.895,2010,5,19
10.579,10.684,9.737,10.316,7.895,5.579,6.842,9.579,7.895,10.895,9,7.579,2010,5,20
7.632,9.526,8.421,21.474,5.579,12.684,11.789,8.947,11.737,9.158,7.947,9.579,2010,5,21
7.526,8.263,8.105,20.158,9.579,10.789,11.368,8.105,10.789,7.316,8.842,8.895,2010,5,22
12.421,13,13.684,27.211,10.368,13.737,13.632,14.105,13.421,10.789,14.842,13.316,2010,5,23
12.263,14.316,14.632,27.737,9.316,16.158,15.947,14,9.895,12.053,15.737,13,2010,5,24
9.316,14.632,11.526,17.789,7.421,10.789,8.579,11.421,7.579,14.105,14.737,12.316,2010,5,25
10.158,10.105,11.526,12.105,8.737,8,10.842,10.895,10.842,10.947,9.842,10.368,2010,5,26
14.053,14.895,14.474,15.316,11.158,14.211,14.579,15.211,16.737,15.105,14.105,13.474,2010,5,27
7,9.368,6.947,20.474,6.842,9.316,12.737,8.211,12.632,7.579,9.368,11,2010,5,28
8.579,7.474,6.895,8.053,5.579,7.316,7.053,6.789,15.579,10.526,5.789,7.053,2010,5,29
4.842,5.632,5,5.263,5.368,5.842,4.842,5.632,4.526,5.421,4.737,5.474,2010,5,30
